persona_id,country,rerouting_proactiveness,information_dependency,time_reliability_preference,risk_aversion,familiar_route_preference,time_sensitivity,external_info_sensitivity,route_flexibility
CN_0040,CN,0.29374487145276773,0.040087979639976144,0.8726153277365202,-0.356954185718792,-0.8951099711663014,-0.3225543132412327,-1.0184677362728967,0.1402124740964158
CN_0041,CN,0.8801960580871628,2.3171187546145933,-0.16512386294810663,-0.33206132677431666,1.63280586313138,-0.8208651874802972,0.2804440578183507,-0.20504963610557253
CN_0042,CN,-0.7737964655608933,0.12027471309005355,0.26547131982622,0.0624399408784482,-0.8899523254971469,0.010959784748658958,0.24937509865992924,0.3011631862855819
CN_0043,CN,-0.07257609776326844,-0.4210688094165259,-0.9153478983688461,0.3079472790528511,-0.9338056964795556,0.7137286249394902,0.17341533167408318,0.5731607244887934
CN_0044,CN,-0.9142106176136888,0.6594430511066341,-0.1593027720147469,-0.9630067127926222,-0.6540463345440445,0.5695961622627853,-0.5043137264140445,0.8754693575182834
CN_0045,CN,-0.7774612672213749,0.013127387156525824,0.27524651012996143,0.0559880908891055,-1.0859621790273524,0.02560139827330014,-0.2526605863100915,-0.15398210415640626
CN_0046,CN,0.24746850602659032,-0.3153182721776297,-0.14819580111592148,0.15337720560344634,0.1536628532581502,-0.759362221952176,-0.0014533746895516995,0.5793092406358685
CN_0049,CN,-1.6431199065075461,0.31919411728156427,0.45624677349281895,0.35502266708395297,-0.14553267783765042,0.6497480326160219,0.2649784482822176,0.5227526113341836
CN_0051,CN,-0.4632273774771762,-0.3291998181520949,0.5586248187084876,0.06552761646327579,-0.8666000807014225,-0.37393099412703673,-0.8350922203304849,-0.519831049999125
CN_0052,CN,0.5166832467498378,0.9798260518207768,-0.23105466236838418,0.49650659449516854,-0.2564303381077722,0.05661793721626269,-0.1705210161401699,0.888713605895919
CN_0053,CN,-0.7019502938264252,0.027160532019350606,-0.9063134937450542,0.15349197269092044,-0.29172797965263964,-1.0188206226921357,0.35298143810095417,0.4081722533943832
CN_0054,CN,1.215087933081439,-2.692056986570389,0.37928070607629916,0.18014224906797782,0.4744093519992058,-0.2674340342317974,0.14894464020470755,-0.2092981898561992
CN_0055,CN,0.4320720505472882,1.2385889037938926,0.11230379226360462,-1.5005736040481281,0.4181420307286148,0.379814936130455,0.6822117165161876,-0.34689513901000724
CN_0056,CN,-0.08423989323549357,0.08161667959103465,0.55318856076715,-0.15073794289128634,-0.20862184912105344,0.15501779981839423,-0.3738157749816901,0.08487380707299519
CN_0057,CN,0.7242945416596702,0.9288708317208605,0.248379115805189,-0.7257390441945332,0.3715697368786144,0.12994053061882754,0.272047596670693,-1.0512420024657851
CN_0058,CN,-0.6583837452554382,0.5947232883487306,-0.045284543778250454,0.03524192333661158,1.0042728592204195,0.20323403568106813,0.33131259612454356,-0.0006018774793037338
CN_0059,CN,-1.9832605187549341,-0.11011097136907488,0.5733395298042955,0.9729876074772068,-0.5113872900601091,0.3562194747320605,0.48169432864863454,0.8294504832247072
CN_0062,CN,-1.714418599207969,-0.25321481922497074,0.3088021451986946,0.5244468289557361,0.30341064654524647,0.16647527479391022,-0.7244061464029489,0.05597643252260886
CN_0064,CN,0.3968430276726774,1.4845481577410315,-0.9573753168141471,-0.7118001497990327,-0.2638185433424986,-0.33274956492410646,0.17387005860799226,-0.0571881218701679
CN_0065,CN,-0.21525463806027922,-0.7733143759888093,-0.3181305685466759,-0.5542359415551533,-1.07106559622625,-0.39269480043331145,0.6924655748303679,0.39569090513027116
CN_0066,CN,-0.5399706749848431,0.44057616343713113,-0.29060423494700904,0.9941847200750521,-0.2429768241418327,1.1234444336251934,0.04455675469702361,-0.5515800587942463
CN_0068,CN,2.4741007796769567,-0.4246125176814103,0.11492639768845928,0.6579684304491186,-1.6495936652073915,0.1015820554367889,0.20929730705826238,1.0408263218322547
CN_0069,CN,0.627793667846314,0.9314996239781195,0.8366520785092203,-0.07024086384249102,0.8564734393991414,1.4293943727359133,0.11710286459927974,0.6990353289097023
CN_0071,CN,-0.5980606598438881,-0.5823706985188463,-1.751412787831065,0.27668415036728516,-0.637028274820435,-0.5426358664207888,-0.17816390132831608,0.10040791414833836
CN_0072,CN,1.5592635627689706,-1.0834133940831296,1.7660181233256957,0.1692627857859139,0.10703673262671706,0.024211365101490006,-0.507709635911227,0.06625870354213043
CN_0073,CN,0.0025128639093923858,-0.5694102730232684,0.7287016920867918,0.061221531793804664,-0.7156161945965607,-0.4990693266275443,0.4657705382584165,0.03567700773127878
CN_0076,CN,0.8878133342194725,-0.814881026058099,1.458693922791577,0.3234962133030984,-0.2124363753108758,-1.0313626830969842,-0.3104822168744219,0.4648854699769355
CN_0077,CN,0.04073597906240698,0.2517469337898479,0.6734314984297147,-0.7023870742836512,0.09292908363669186,0.8487626426609391,-0.08194514812903976,0.9001104403638198
CN_0078,CN,-1.8486699551368144,-0.6006621807031057,-0.18671320284876491,-0.6108456448195424,0.3067841836990493,0.17722729873104862,0.16727130132994883,-0.3796845432858012
CN_0079,CN,1.659318087637667,-1.0396373921618183,0.3510928327177451,-0.38618018614914257,-0.25327888471143467,0.15784155763337254,-1.1233056955347887,-0.9518325987952977
CN_0082,CN,-0.21661177533372414,0.15831933629642794,0.7162076585795898,-0.6881014666864802,-0.22476572945554218,-0.5821025546801902,-0.6529110224389063,-0.06034266437598548
CN_0085,CN,0.0900878812386866,1.9326794385914563,0.0855031663450019,-1.9445325986333202,1.066652543972419,2.2454829136563976,-0.19788676521894982,0.21728262319053668
CN_0086,CN,-0.9430509855215217,0.27319235293301375,0.7321462066236097,0.2869200786881542,0.0836079043637648,-0.4124426060927454,0.15476237593570236,-0.2828219023748129
CN_0087,CN,-1.2547598700315057,0.43284255293761653,0.37273634213794005,0.8782780106715826,1.1117672475225737,-0.853144900537164,0.15842647139093147,-0.018572948275705402
CN_0089,CN,1.6269978647904029,1.5899964519425978,0.14663661893821528,-0.08982359699083857,0.5177743419458399,-0.27978242197163294,0.013133973516934596,0.2266700461066827
CN_0091,CN,0.8101615865342299,0.7317599369981744,-0.9975519253384955,-0.5922870660993144,0.44912176194748504,0.40397118598766313,-1.077603837609934,0.536158967293407
CN_0092,CN,0.3335730404958732,1.360131443546829,1.224040225503527,-1.753263736925625,0.05193491873731786,-0.13120794239723257,0.3592954005236179,0.4243497510957824
CN_0095,CN,1.7167323801342451,-1.118226936055486,1.5591682717203676,-0.1573021607073331,0.17154188737498105,0.17544906802367827,0.38052820651185304,-0.19493677375006246
CN_0097,CN,1.4067955889076518,0.4089320702867533,0.37030200564232674,1.5220311141288967,-2.322335493977543,0.7217503506978356,0.35394354695388286,-0.36127519538718117
CN_0098,CN,-0.8156769277568044,0.30827736434753134,-0.30726273180924824,0.7532519899882989,-0.7015303470515065,0.101632141746701,-0.5382070004298696,0.8253450906658154
CN_0099,CN,-0.026913648013053793,-0.33880263041070036,-0.25777013446678065,-1.4350827968243836,-1.0656215977964436,0.059957837583247096,-0.04534865807479487,0.3053830484362037
CN_0103,CN,0.328711510898391,-0.8942345860158796,-1.8730733489106446,-0.38846268990787425,1.9868483344287504,-0.074472955829705,0.8041505817006053,-0.1660411685278353
CN_0105,CN,0.8489371002655288,0.2752320610511189,-0.31670322961321695,-1.2797645088052607,0.6795833329690071,-0.01625086486578237,0.08921318095225314,-0.38003599887638606
CN_0106,CN,0.900818171512885,-0.6525127819081752,-1.0222651218860161,0.45280997440110987,1.838745112544542,-0.814464556365905,-0.16173922825606674,0.48606853423155266
CN_0107,CN,-0.06672466425079354,-0.1732544880807025,0.13357008222362446,0.13688779979923463,-1.1285948920702742,-0.9230469012895066,-0.7560128855888195,0.4669646625046398
CN_0109,CN,-0.9362188545837309,0.5663960013125876,-0.11682759768824745,-1.4174030595774882,0.4553140402827415,-0.4098596620958224,0.15404650060866226,-0.006726012964758082
CN_0111,CN,-0.3152231635396871,-0.2688629110082593,0.44175292735081334,0.9107940898453949,-0.4823497041958612,-0.19119883106559551,-0.17087455171991245,-0.2946849258072779
CN_0112,CN,-0.8576138289819024,-0.37556686712995835,-1.0056445484872567,0.24137409105036017,0.698468843143831,-0.40050182506659376,0.1823477082347674,-0.059295942668718134
CN_0114,CN,2.0321954176354247,-2.0944603671783097,0.2386980676711111,-0.18114345778279914,0.20757868687968067,0.1849354614294552,0.428512907680646,-0.44327841111609295
CN_0115,CN,0.7894234211766223,-2.2517099107691383,1.5081173189232802,0.1468113335896574,0.39103864318886833,-0.298445110785717,-0.29705196095950603,0.17347402961464986
CN_0116,CN,0.34975822039066845,-0.8474778770461026,0.2363824818487236,-0.38541053204408804,0.5921575201338692,0.07493538207269246,-0.27269984297216304,0.3000906504448866
CN_0117,CN,-0.29369472506627514,-2.126444119839552,0.5874438319479238,-0.7986000356522583,-0.11293481536821845,-0.3744180256500332,0.49158500350474216,-0.43276444356054405
CN_0118,CN,-0.8370563889030843,1.4030395242268126,0.14871203257039448,-0.21073661899802887,-1.1601457929553138,-0.8409403571846211,1.0394698856087436,0.10836650143766338
CN_0120,CN,0.33465373010699884,0.5696145007011584,0.2085245561389713,-0.6880262596515565,-0.44646115181027596,-0.9346676455889662,-0.4221135969973485,-0.19686285495159087
CN_0121,CN,-0.3278421695976457,0.6701881841336285,0.12867889083276712,-0.02204765959941731,-0.7920469137167236,0.24493651493492705,-0.029974722803070467,0.30148453556203275
CN_0122,CN,-0.6116802489720745,0.36566625359120475,-0.561752992561427,-0.031057014739011783,-0.6099046308786594,0.2867505470295594,0.028608409764840945,0.5783578021120089
CN_0123,CN,0.6987923365233173,0.18450945685399098,-1.1171037664133892,-1.1389820960514563,1.511029616012131,-0.1029193937138915,0.003553965289103697,0.017597314076525004
CN_0124,CN,-0.09375010538367548,0.608114297722411,0.1432897176346165,0.8206620543223878,2.0230479661897647,-0.7039479343435707,-0.40814526211208985,0.14773066230118298
CN_0125,CN,0.43231483132563786,-0.6119772381299036,-0.7111297746828403,0.3779587405730571,0.17114927706796892,-0.44787497109070756,-0.06564329828566737,0.2974897050273745
CN_0126,CN,-0.4939564320417926,0.5119867738013972,0.42214394224956314,-0.8370332314026677,-0.1075219529640717,-0.129525380898427,-0.365609103982449,0.5825336318452944
CN_0127,CN,4.552664445890061,-0.9670236745329761,-0.48262223873189597,1.9274305505817464,-2.1032572262349345,0.7603239641780638,-0.14844538472032115,-0.024301385915890244
CN_0128,CN,-0.7137221230599101,-0.6960516413855995,-0.6250960773408949,0.2752338561731771,-0.5349515933269376,-0.3069919876879799,-0.27367357026865813,-0.18511370665941768
CN_0130,CN,1.318086611908996,-1.7646141403860356,-0.7471010022672252,0.4092675931678795,-1.3815154781667998,0.8505223864423538,0.3763353300528073,-0.0995028742048972
CN_0131,CN,-1.2278728477961889,-0.49365981425632677,1.3212372801353514,-0.05168015162256374,-0.4919669653292756,-0.6271316398591483,0.5865741359953006,0.3874009403598553
CN_0132,CN,0.07108005668261229,0.37686576985222914,-0.21474298245744702,0.4636498614502433,0.11236622299672937,0.0564099681958694,0.03810265974224393,0.6001615397846379
CN_0133,CN,1.4616956142821296,-1.0847914961278964,1.4990204583514928,-0.5731438630633897,-0.10372119950652565,-0.4322601129014553,-1.3898999394146885,-0.08760539329962992
CN_0135,CN,-0.25212803569352077,-0.026643138546190093,0.5327333214331663,0.16611483824236153,-0.20570095722609805,0.24520502200405583,-0.25345351529802385,0.6964299904644905
CN_0136,CN,-0.595005046483536,0.607900833951646,0.3056935477660676,-0.07069751323623898,0.052194345293548536,0.7305537324254416,0.3216249799791751,0.4970343432475272
CN_0137,CN,0.8863934682711404,-2.0527430536261027,0.0982986364971879,-0.9532702261743842,-0.29362208035864495,-0.17585257156756876,0.3839870585496923,-0.3162062837341325
CN_0138,CN,-0.41587501616972056,-0.5043676943427315,0.41188781314894907,0.4350416733395468,-0.23125962802771,0.11297165985524327,0.18211940402990548,0.0742301158957179
CN_0139,CN,0.20634754936795324,-0.7795988600300527,0.34794792588862133,0.49544960849530206,0.6857524501423664,0.531472773976926,0.3345853529973832,-0.00018704908192934344
CN_0140,CN,0.16392469247462185,-1.1817216566619617,0.24853417393593907,-0.19888620550317165,0.6753516965823336,0.879368190436856,-0.8446867475407487,0.4031730234481453
CN_0141,CN,0.9983979299557405,1.211244874270144,0.2587920916268209,-0.137171449988363,-0.3474687988028205,0.2180707627661108,0.004301916719993756,0.2673854621732167
CN_0142,CN,-0.9596708186949012,-0.5427601276379547,-0.11484791742319916,-0.49139818173745753,1.4999670627199801,-0.15819758353872151,-0.015639288430517113,-0.6472069633295338
CN_0143,CN,-0.36731473302911993,0.21918549864302456,0.8290402611649533,0.2738434813576132,-0.9936403297884585,-0.7220237843953323,0.2774310625305676,0.4599987829095961
CN_0146,CN,-0.5920996565591496,-0.6398035733128729,0.7534426869313646,1.010175332585807,0.3780109827952125,0.8248205714511011,0.15662070431648906,0.9488597140857814
CN_0147,CN,-0.5810494666369906,-0.3800271338423579,0.8240747723378803,-0.6374818887382744,-0.09762002057690412,-0.5467884830317467,0.5165058916553605,-0.24795925397568072
CN_0148,CN,0.02452621893806902,0.8295515569558396,-0.11289371363748438,-1.176159568390146,-0.42303014874330835,1.5785924686757062,0.11864387515763238,0.4908214752244875
CN_0149,CN,0.7285392358760197,-0.05094442440479618,-0.5568628738004877,-0.4190159504216723,-0.32952618844896264,-0.11199761842163515,-0.7841675939310666,-0.30172697741813315
CN_0151,CN,0.80843704310962,0.8733811530225962,-1.5801186953899469,1.582585675433896,1.3711918046353242,0.06394942645383352,0.5181405017056032,-1.013630849592358
CN_0152,CN,0.6751298248695515,-0.06874685739447599,-0.3796918440343686,-1.4740280638352738,0.4316422780376265,0.7704160955697664,-0.368902947112614,0.1849823135505959
CN_0153,CN,0.6756720639846481,0.445592203526517,-1.2679491717577933,-1.0068154669750289,-1.1208955042733857,0.5117737946208931,0.28449681971069674,-0.8460786891681423
CN_0154,CN,1.2670286557092612,0.16622701648262148,1.3769249346283376,0.7909871593214028,0.9858050561765107,-0.43586726941243537,0.031419589565420195,0.4360239282371846
CN_0155,CN,-0.19984003492634536,-1.0002454004596188,-1.5666773626145432,-0.2889247756688572,0.7440338499788014,0.3135919967715518,-0.312136839665374,-0.2188086728744953
CN_0157,CN,0.5912522046395624,-3.0685629764737463,0.8330461244561496,-0.7088328955657025,0.1755006922656517,-0.4844660884540008,-0.478128327811262,0.5605084129782522
CN_0160,CN,0.6144568331488109,0.5304547687124239,0.27112987313313003,0.22706198858180143,0.13213395068816627,-0.3123698758070656,-0.6513261497687444,0.3077395163697767
CN_0162,CN,-0.213744688181563,-0.7111616771133766,-0.30885707534273643,-0.836321237635616,-0.6181532576791685,-0.07193341008059326,0.49647098525845856,-0.5547850851238252
CN_0164,CN,-0.9144494309933998,0.28023077688849474,-0.5068304785476753,-0.22672198945126182,0.6053102408656705,-0.5376582547814279,0.07718291516082726,-0.3116307676164509
CN_0165,CN,0.015333064738100713,0.608156754597073,0.9642661152188333,0.8818556716149489,0.07667531358537372,0.7586233828611073,1.1990864144574047,-0.2963706430044523
CN_0167,CN,0.08164723824137779,0.01184082221479075,-2.2224997376414737,-1.0699016264107233,-0.6599157651593587,-0.4088201776750513,-0.30480239651905877,-0.8628077099984156
CN_0168,CN,0.5932288140293301,0.12348014845052177,-0.07296297055669375,-0.548426530002553,0.31614311825764624,0.25210121798579876,0.26477078527261233,-0.42568422857734595
CN_0169,CN,-0.3109448553444218,-0.3334927103049586,1.5103128060183872,0.14505984261680907,0.0166878354854691,0.4978053130804666,-0.04216358649109597,0.8165265763015062
CN_0171,CN,0.7601414411399507,0.5768715165090483,0.13546599363826275,0.7050826382952304,0.8714774317437357,0.27790328984800255,-0.09845743026552542,0.24791492351721964
CN_0178,CN,0.33612252858648256,0.14256220110812146,0.16382580169393263,0.05608611703854442,-0.22460133267117705,0.026466178592184458,0.6168270355697821,0.2812234177274686
CN_0179,CN,1.6250734519389878,-1.3254021605961557,1.6617006705069597,0.33285977577069153,1.5195345932833468,0.33336228785883726,0.14890791172964615,0.20977354568373932
CN_0180,CN,-0.8983234572268809,-0.044027625393715346,0.15615543282394231,0.20321538762923064,-0.22684657969515284,-0.4125961934119248,-0.7224001652455019,-0.130734857787133
CN_0181,CN,-0.7577686141247613,0.7079651495817368,-0.15620661794932186,-0.12842954881463073,0.7606497934869814,-0.2237793077705603,-0.4854634589139407,0.03388228981931663
CN_0182,CN,0.8577394391771597,1.1872390679041893,-0.8032045958961227,1.5015018363080312,-1.3608834591610486,-0.9568321376105369,-0.3082264326739794,-0.660263945328873
CN_0184,CN,0.08460194417971063,0.9245817635198854,0.0681824220473994,0.45995859571572073,-1.133689428099577,-0.011174635566485527,-0.10767824718303305,0.2758799432762834
CN_0187,CN,-1.8689253683959102,-0.23731554298508767,0.4353549865794047,0.5390345911484254,0.17404166748079353,0.32320607045361155,0.057945261864713986,0.3955221608718724
CN_0189,CN,-0.6854357095711378,-1.0257572487649085,1.1861954365026,0.02240661244228797,0.3144281989012607,-0.39197821908623304,-0.057279680533894387,-0.23046139587050085
CN_0192,CN,0.18219969965160304,0.08680125046286548,0.2099138876728323,-0.33971917685973757,-0.49071946715413833,0.4136629394448216,-0.7754014163857745,-0.7281684880416378
CN_0194,CN,2.796931395999819,-0.7345067968858374,-1.2425875821983647,1.1468675425556825,0.29706350222512734,0.815998719529922,1.0432155358988293,-0.061284587108281455
CN_0195,CN,0.3897413148105243,-0.5769065066180135,0.0007955086291416604,-0.8187124154343934,0.7350652332874001,-0.24871049937685155,-0.9745710015642285,-0.07946977902651456
CN_0197,CN,-0.49309353578800247,-0.0772706682660248,-0.014202936571122139,0.5992026791473829,-0.2511471465012854,0.44654050936356604,-0.2974814586340009,0.5922926172824665
CN_0198,CN,0.4625947239077856,-0.29385596391321517,-0.14403476711937593,0.6983310929131613,0.574567992765722,0.17423240625691377,1.2241594534228766,-0.14423890058891498
CN_0199,CN,-0.20996291145151139,0.07948407515734342,0.6056300030082175,-0.40848449011770427,-0.5171263313963212,-0.07667246844976486,0.04899890868347784,-0.13615140371808795
CN_0200,CN,0.5814295212839966,0.018870910331297265,0.9051265611263634,1.488202704771502,0.5550859489812161,-0.0737172305897324,-0.7587566345770281,0.16451680953647163
CN_0204,CN,0.8250466914109056,0.5866254298950012,0.043585425030870935,-0.17338259575342688,-0.18828492047564968,0.384526395382775,0.22964328354112357,-0.2966756842972288
CN_0205,CN,1.5827116483188184,-0.48996513025834637,2.2321291763336477,-0.8780095725197835,0.19895355979842808,0.38668934802153476,-0.019711554884602866,-0.42255838317530015
CN_0206,CN,-0.6515519279257069,0.9818812235496585,0.08900908467404745,-0.7529296519997493,0.4684255966841781,0.8856341464800142,0.6368769457904985,0.21156347965961486
CN_0209,CN,-0.26069446186451634,1.2427677130699522,-0.3465264265734284,-1.0704585616832691,-0.4425000349809106,0.6036168519223295,1.3872027624960086,0.6085466122841092
CN_0211,CN,0.23561140366787356,-0.6566636253024342,-0.6333503848212216,0.48071063052751745,-0.058824027604122045,-0.28236064106595155,-0.06919889973956442,0.16131064529327943
CN_0212,CN,-0.25091229845035484,1.9440881244332378,0.24708435889545916,-0.75859084081027,-0.8458245721433487,-1.1333269812941325,-0.2635137410743094,-0.10741034900635256
CN_0214,CN,0.09925876174788445,0.9036811382226062,0.04231577177621091,-0.027397794252399802,-0.6261031726637152,1.063684628844867,0.2946108130047694,0.3390226809083002
CN_0215,CN,-0.09490105258890368,0.5907869009257974,-0.9028016486038118,-0.40137834808193756,0.9015512389505482,0.6570735687216172,0.9364521087799452,0.5028844970444387
CN_0218,CN,-0.2695520772884873,-0.06809711155424379,0.7817772419355474,-0.07341559342895851,0.15014902736365227,0.3829586721154286,-0.7467731239819565,0.1095031593997048
CN_0220,CN,-0.18470190249419316,0.053543631923580116,0.5652524294470848,-0.04756576043402599,0.7455024729137587,0.057357295460724426,-0.32095086532846473,-0.004166635515034641
CN_0221,CN,0.1677233449045214,0.012520733715466815,1.1603647688134424,-0.12926229968995734,-0.9699103252840857,-0.23544227342489413,-0.09951160482857914,0.1789654069277381
CN_0222,CN,-0.367865202819582,-0.12341416087013136,0.5305531788270191,0.14766933415046832,-1.0652354843012162,-0.21656833694304461,-0.11550341463330327,1.1801415945642695
CN_0223,CN,1.9163273964276102,-0.06363607747411541,-1.1889282799203438,0.30335010265070333,-0.8810019091476403,-0.16299859682511317,-0.06656856260585926,-0.5494192849864434
CN_0224,CN,1.043818157865498,2.7093595851607386,0.6358348896272895,0.1895803360260011,-0.24721977387427352,-1.6597953727784491,0.6862390342491239,-0.28211809497432344
CN_0225,CN,-0.25487802309125623,-1.1703881606255666,-0.4807281615589816,-0.8636375877790046,0.06797697491604648,0.8307263971446713,0.5415849796957972,0.40651905548455974
CN_0226,CN,0.3328592332244531,-0.6077798604446982,0.5470966548339772,0.32464272096960994,-0.019017570310090805,0.11208758668358074,-0.501012352555359,0.10305455032529605
CN_0227,CN,-1.881174700442825,0.4536458402770952,0.9054107089046104,0.29570225079377704,-0.7490058947774573,0.24553718078366307,1.188783964450509,0.5376521744533842
CN_0228,CN,1.0220382335250229,1.4847659718686947,0.9213461811289785,0.2403210938562327,0.761585921771606,-0.08929654973507048,0.2563812384910289,-0.23679292790066722
CN_0230,CN,-1.311300523574959,0.8821831438078068,0.5958333954043794,-0.7522625754968713,-0.19276541317776907,0.06901210482185134,0.07057224364223656,0.5515489936367186
CN_0232,CN,-0.2703908146079982,0.20270507171008453,1.0242344657243665,0.562922289594293,0.17989449388288042,-0.26377194888743233,0.18150958821743934,0.3379794809101472
CN_0233,CN,1.293348394779117,-1.277761852807212,2.8591155988116674,-0.012443224143997777,-0.02132609123781412,-1.4266763013496353,0.13569083297253065,0.7655732318399158
CN_0234,CN,-0.26245154404698323,0.4229731032382964,-1.2501215453028132,-0.5908195384268604,-1.4023379920092824,-1.2611839514876717,0.07186966561224875,0.8839969460068079
CN_0235,CN,-1.1229165572343889,-1.881866538321336,0.007333611616339087,0.7478029978048568,-0.14344339036035825,0.624164187163506,0.8086259529867681,0.12349570632955563
CN_0236,CN,0.5536032590762656,-2.3735152600902314,-0.6300533197055277,-1.0945515909374417,-0.01978028351528025,0.4032040232698099,-0.36202457929907444,-1.0875228568441582
CN_0237,CN,0.2780999518745762,-0.4082232130049508,0.5524486401478165,-1.3923881744892337,-0.44085849370507363,-0.16172905071477392,0.3894548385839785,-0.10365439716386937
CN_0238,CN,0.833342666019766,-2.0426609223198224,2.4489215285459194,0.5182994324479041,-0.6814503641906967,-0.9789698760893323,-0.7926777190634131,-0.5162251353875795
CN_0239,CN,-0.4886782514457774,-1.3702356293847953,-1.3373802903606031,-0.41193275292293596,0.3199008225678816,-0.25418714953328864,1.0883186811951955,-0.2619832871993865
CN_0240,CN,0.2949349936693901,-0.22401818232575574,-0.21618694978996442,-0.8042403287438675,-0.23733583397585806,0.31462264504383675,-0.5717366049006165,-1.0306109573271656
CN_0241,CN,-1.6191656021654204,0.476239688192968,0.4191896981961795,0.551640883072021,-0.7324147407466104,-0.7260132596009561,0.33654637990153463,-0.0005463427728166026
CN_0242,CN,1.1945442912455297,0.9473983756355939,-0.02398944168152842,-0.6000875772899983,-0.6144590946954342,0.912908039026333,-0.5662778684155992,0.6788493423083202
CN_0243,CN,-1.1378659349102278,-0.14542220709020923,0.1123302353264249,-0.01444312809268441,-0.23286582123757768,-0.6213489729806605,0.4239757678887248,-0.5170884013018698
CN_0247,CN,0.4600709520719327,0.35743512996914845,0.7239492793674408,1.358246911162775,2.373654809998452,-0.3670494619995399,-0.5566552988175859,0.5105748008397205
